Date,Open,High,Low,Close,Adj Close,Volume
1998-06-19,17.9461,18.3919,17.3522,17.4766,17.4766,6794887
1998-06-22,17.6097,18.0477,17.588,17.9017,17.9017,4147987
1998-06-23,18.246,18.2608,17.6679,17.879,17.879,2416540
1998-06-24,18.2026,18.3703,17.8583,18.2835,18.2835,2769605
1998-06-25,18.2026,18.2223,17.6314,17.8199,17.8199,3963797
1998-06-26,17.734,18.1128,17.6097,17.9461,17.9461,2539236
1998-06-29,18.0911,18.1128,17.5663,17.734,17.734,3461528
1998-06-30,18.0714,18.1128,17.7567,17.9165,17.9165,4836901
1998-07-01,18.0911,18.4127,17.9905,18.2608,18.2608,4011617
1998-07-02,18.2835,18.3919,17.9905,18.3239,18.3239,2984398
1998-07-06,18.3239,18.5143,18.1128,18.3919,18.3919,4627847
1998-07-07,18.4511,18.4511,18.2026,18.2835,18.2835,2222244
1998-07-08,18.3703,18.3919,18.1572,18.246,18.246,2378829
1998-07-09,18.2026,18.2026,17.3522,17.6521,17.6521,5844997
1998-07-10,17.6097,17.7971,17.4618,17.7971,17.7971,3316144
1998-07-13,17.9244,17.9244,17.5426,17.6521,17.6521,1896231
1998-07-14,18.031,19.0885,17.879,19.0431,19.0431,6249707
1998-07-15,18.7481,18.7708,17.3098,17.6097,17.6097,14736697
1998-07-16,17.8119,18.1128,17.7735,18.1128,18.1128,6225395
1998-07-17,18.025,18.2835,17.8119,18.1128,18.1128,5562433
1998-07-20,18.4601,18.4601,17.8583,18.2223,18.2223,3579850
1998-07-21,18.2026,18.3919,17.7103,18.0477,18.0477,6779313
1998-07-22,18.0062,18.0062,17.5574,17.6245,17.6245,4385730
1998-07-23,17.7103,17.8119,16.9212,17.0691,17.0691,4311401
1998-07-24,17.1105,17.2003,16.712,16.7495,16.7495,4759021
1998-07-27,16.5827,16.641,16.3292,16.641,16.641,4201547
1998-07-28,16.8334,16.8334,16.3292,16.6203,16.6203,3418893
1998-07-29,16.8196,16.854,16.3539,16.712,16.712,2797475
1998-07-30,16.9852,17.1105,16.7712,17.0553,17.0553,3149998
1998-07-31,17.0889,17.0889,16.3835,16.5197,16.5197,7120632
1998-08-03,16.6893,16.9428,16.5601,16.7978,16.7978,4766669
1998-08-04,16.9852,16.9852,15.9613,16.0935,16.0935,6787236
1998-08-05,16.1774,16.1774,15.6486,16.0491,16.0491,4932541
